98;2928;9.900000;1523;small
99;4642;9.900000;1287;small
100;3813;9.900000;112;small
101;3439;9.900000;670;small
102;448;9.900000;409;small
103;1883;9.900000;328;small
104;4964;9.900000;233;small
105;114;9.900000;1375;small
106;5554;9.900000;982;small
107;1077;9.900000;806;small
108;1316;9.900000;1361;small
109;2358;9.900000;1658;small
110;3170;9.900000;221;small
111;5329;9.900000;2;small
112;1937;9.900000;1403;small
113;717;9.900000;1377;small
114;4495;9.900000;1888;small
115;3124;9.900000;8;small
116;3340;9.900000;101;small
117;4031;9.900000;421;small
118;112;9.900000;729;small
119;1760;9.900000;681;small
120;3194;9.900000;1743;small
121;252;9.900000;1980;small
122;3624;9.900000;2012;small
123;4017;9.900000;1936;small
124;5200;9.900000;1473;small
125;1881;9.900000;628;small
126;1045;9.900000;664;small
127;3013;9.900000;1517;small
128;340;9.900000;130;small
129;2967;9.900000;1104;small
130;5601;9.900000;29;small
131;496;9.900000;115;small
132;5561;9.900000;606;small
133;5136;9.900000;1691;small
134;5625;9.900000;1755;small
135;1354;9.900000;677;small
136;1814;9.900000;1495;small
137;1208;9.900000;1016;small
138;736;9.900000;1823;small
139;56;9.900000;28;small
140;4009;9.900000;582;small
141;1682;9.900000;1965;small
142;3485;9.900000;32;small
143;4314;9.900000;433;small
144;2161;9.900000;535;small
145;2927;9.900000;957;small
146;669;9.900000;1135;small
147;4734;9.900000;995;small
148;2172;9.900000;459;small
149;2923;9.900000;2015;small
150;1402;9.900000;836;small
151;5417;9.900000;440;small
152;3688;9.900000;672;small
153;3201;9.900000;344;small
154;881;9.900000;1535;small
155;3258;9.900000;345;small
156;3785;9.900000;957;small
157;4691;9.900000;513;small
158;872;9.900000;1447;small
159;5544;9.900000;947;small
160;640;9.900000;193;small
161;1832;9.900000;1768;small
162;2233;9.900000;691;small
163;1844;9.900000;1173;small
164;5148;9.900000;1986;small
165;689;9.900000;34;small
166;2786;9.900000;1486;small
167;1197;9.900000;816;small
168;4417;9.900000;541;small
169;247;9.900000;490;small
170;2571;9.900000;1123;small
171;4788;9.900000;1416;small
172;2925;9.900000;535;small
173;2349;9.900000;1312;small
174;1297;9.900000;533;small
175;2110;9.900000;1796;small
176;183;9.900000;1999;small
177;2969;9.900000;865;small
178;206;9.900000;750;small
179;2976;9.900000;1783;small
180;737;9.900000;1980;small
181;5376;9.900000;1706;small
182;18;9.900000;494;small
183;5423;9.900000;76;small
184;918;9.900000;794;small
185;66;9.900000;1178;small
186;3747;9.900000;337;small
187;2059;9.900000;142;small
188;4124;9.900000;35;small
189;2391;9.900000;16;small
190;1633;9.900000;137;small
191;3751;9.900000;538;small
192;844;9.900000;1680;small
193;3024;9.900000;1311;small
194;3375;9.900000;987;small
195;3377;9.900000;1951;small
196;642;9.900000;353;small
197;2134;9.900000;1768;small
198;5443;9.900000;1167;small
199;4167;9.900000;276;small
200;5609;9.900000;367;small
201;4030;9.900000;207;small
202;4544;9.900000;561;small
203;5447;9.900000;1608;small
204;2752;9.900000;1022;small
205;3306;9.900000;1517;small
206;2727;9.900000;432;small
207;4667;9.900000;147;small
208;493;9.900000;730;small
209;2200;9.900000;1987;small
210;211;9.900000;546;small
211;1307;9.900000;1908;small
212;67;9.900000;1758;small
213;4199;9.900000;1939;small
214;2602;9.900000;418;small
215;4913;9.900000;435;small
216;2119;9.900000;1296;small
217;4834;9.900000;1228;small
218;2146;9.900000;214;small
219;4534;9.900000;1842;small
220;989;9.900000;1273;small
221;372;9.900000;1466;small
222;519;9.900000;1229;small
223;1216;9.900000;1025;small
224;1747;9.900000;105;small
225;4256;9.900000;388;small
226;1462;9.900000;648;small
227;415;9.900000;846;small
228;209;9.900000;1565;small
229;1110;9.900000;1705;small
230;2867;9.900000;204;small
231;2000;9.900000;1234;small
232;4519;9.900000;1539;small
233;3142;9.900000;900;small
234;3550;9.900000;144;small
235;464;9.900000;1334;small
236;353;9.900000;1207;small
237;2120;9.900000;1672;small
238;235;9.900000;884;small
239;1167;9.900000;1879;small
240;5334;9.900000;1459;small
241;2232;9.900000;0;small
242;1003;9.900000;16;small
243;4834;9.900000;819;small
244;449;9.900000;2013;small
245;2539;9.900000;549;small
246;1567;9.900000;1597;small
247;2614;9.900000;1006;small
248;2972;9.900000;1377;small
249;5484;9.900000;748;small
250;1674;9.900000;209;small
251;434;9.900000;258;small
252;2712;9.900000;89;small
253;4016;9.900000;92;small
254;5381;9.900000;1775;small
255;5180;9.900000;1190;small
256;709;9.900000;1599;small
257;694;9.900000;423;small
258;4275;9.900000;1889;small
259;4140;9.900000;420;small
260;3923;9.900000;1875;small
261;116;9.900000;1611;small
262;5192;9.900000;1665;small
263;3891;9.900000;625;small
264;4977;9.900000;62;small
265;4287;9.900000;52;small
266;2295;9.900000;664;small
267;4481;9.900000;721;small
268;5058;9.900000;1198;small
269;2071;9.900000;1257;small
270;3278;9.900000;237;small
271;1742;9.900000;1216;small
272;2503;9.900000;20;small
273;2420;9.900000;1729;small
274;263;9.900000;171;small
275;2493;9.900000;784;small
276;3551;9.900000;1026;small
277;3026;9.900000;618;small
278;4169;9.900000;1478;small
279;4280;9.900000;1822;small
280;2633;9.900000;1759;small
281;3585;9.900000;1400;small
282;2936;9.900000;829;small
283;4996;9.900000;899;small
284;2627;9.900000;1878;small
285;1887;9.900000;958;small
286;4879;9.900000;653;small
287;4543;9.900000;1305;small
288;3336;9.900000;712;small
289;3345;9.900000;1197;small
290;2343;9.900000;824;small
291;3493;9.900000;1556;small
292;4940;9.900000;1543;small
293;5299;9.900000;986;small
294;5136;9.900000;450;small
295;3211;9.900000;585;small
296;4237;9.900000;1447;small
297;4370;9.900000;1800;small
298;3848;9.900000;1485;small
299;4532;9.900000;1683;small
300;3686;9.900000;868;small
301;2779;9.900000;852;small
302;4574;9.900000;1003;small
303;4597;9.900000;671;small
304;2528;9.900000;1792;small
305;5282;9.900000;693;small
306;3952;9.900000;1185;small
307;5019;9.900000;1107;small
308;2637;9.900000;1685;small
309;5033;9.900000;1238;small
310;2791;9.900000;1828;small
311;4074;9.900000;1006;small
312;3739;9.900000;1800;small
313;3554;9.900000;642;small
314;3892;9.900000;856;small
315;3740;9.900000;1491;small
316;3592;9.900000;1586;small
317;4057;9.900000;1400;small
318;2434;9.900000;1955;small
319;4182;9.900000;743;small
320;4796;9.900000;1001;small
321;2289;9.900000;932;small
322;1714;9.900000;1037;small
323;4258;9.900000;1266;small
324;3297;9.900000;834;small
325;3937;9.900000;1798;small
326;3279;9.900000;1839;small
327;3068;9.900000;1001;small
328;2786;9.900000;467;small
329;1995;9.900000;790;small
330;4152;9.900000;738;small
331;4626;9.900000;794;small
332;2178;9.900000;965;small
333;2455;9.900000;1545;small
334;2600;9.900000;514;small
335;3702;9.900000;1223;small
